CHAVE DE ACESSO;MODELO;SêRIE;NÈMERO;NATUREZA DA OPERAÄ«O;DATA EMISS«O;EVENTO MAIS RECENTE;DATA/HORA ;CPF/CNPJ Emitente;RAZ«O SOCIAL EMITENTE;INSCRIÄ«O ESTADUAL EMITENTE;UF EMITENTE;MUNICIçPIO EMITENTE;CNPJ DESTINATµRIO;NOME DESTINATµÅRIO;UF DESTINATµRIO;INDICADOR IE DESTINATµRIO;DESTINO DA OPERAÄ«O;CONSUMIDOR FINAL;PRESEN«ÄA DO COMPRADOR; VALOR NOTA FISCAL 
35240103508097000217550010000052651072024018;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;5265;OUTRAS REMESSAS DE BEM DO ATIVO;08/01/2024 12:23;AUTORIZAÄ«O DE USO;08/01/2024 12:23;3508097000217;REDE NACIONAL DE ENSINO E PESQUISA - RNP;795438273115;SP;CAMPINAS;10727655000543;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA;MG;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 4948.54 
35240101559403000138550030001344161759370688;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;3;134416;REMESSA EM COMODATO;18/01/2024 13:05;AUTORIZAÄ«O DE USO;18/01/2024 13:06;1559403000138;BIO 2 IMP. E COM DE MAT. MED. HOSP. LTDA;148787084119;SP;SAO PAULO;394429010688;COMANDO DA AERONAUTICA;SP;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;9 - OPERAÄ«O N«O PRESENCIAL, OUTROS; 10077.0 
43240103746938001387550040001482911451453628;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;4;148291;OUTRAS SAIDAS;04/01/2024 16:46;AUTORIZAÄ«O DE USO;04/01/2024 16:46;3746938001387;BRS SUPRIMENTOS CORPORATIVOS S/A;1240336230;RS;SAO LEOPOLDO;10764307001356;INSTITUTO FED. DE EDU. CIENCIA E TEC. DA BAHIA;BA;CONTRIBUINTE ISENTO;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;9 - OPERAÄ«O N«O PRESENCIAL, OUTROS; 2154.05 
33240111637221000191550010000271611968108323;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;27161;BONIFICACAO;30/01/2024 08:56;AUTORIZAÄ«O DE USO;30/01/2024 08:57;11637221000191;PROMOVENDO COM. E REPRES. DE MATERIAL HOSP. LTDA;78995734;RJ;RIO DE JANEIRO;394429006575;HOSPITAL CENTRAL DA AERONAUTICA;RJ;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;1 - OPERAÄ«O PRESENCIAL; 88.22 
25240108761132000148558929001807301681639327;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;892;900180730;VENDA;08/01/2024 11:34;AUTORIZAÄ«O DE USO;08/01/2024 11:34;***.128.604-**;CELINA COSTA DE SOUZA;-00001;PB;SAO BENTO;5526783000408;MINISTERIO DO DESENVOLVIMENTO SOCIAL, FAMILIA E COMBATE A FO;DF;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 1733.28 
21240103526252000147558902430102691512381960;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;890;243010269;DA DE PRODUCAO DO ESTABELECIMENTO;24/01/2024 09:58;AUTORIZAÄ«O DE USO;24/01/2024 08:56;***.654.363-**;MARINILDE BELFORT MATOS;-00001;MA;SAO LUIS;5526783000165;MINISTERIO DO DESENVOLVIMENTO E ASSISTENCIA SOCIAL, FAMILIA;AM;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 3498.2 
35240149287841000110550010000011321004038030;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;1132;Venda;02/01/2024 05:49;AUTORIZAÄ«O DE USO;02/01/2024 06:34;49287841000110;HS-CPQ TECNOLOGIA LTDA;122949078110;SP;CAMPINAS;5055128000176;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;PB;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 1842.0 
53240109255999000194550010000000781887290010;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;78;Venda;18/01/2024 14:27;AUTORIZAÄ«O DE USO;18/01/2024 14:27;9255999000194;HPL CONSTRUCAO, SEGURANCA E SERVICOS EIRELI;798750700136;DF;BRASILIA;2313673000208;1441 - AGENCIA NAC DO PETROLEO GAS NAT E;RJ;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;0 - NORMAL;1 - OPERAÄ«O PRESENCIAL; 20200.0 
52240151607431000151550010000001151860625614;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;115;Venda Fora do Estado;10/01/2024 12:36;AUTORIZAÄ«O DE USO;10/01/2024 12:36;51607431000151;F & K BRASIL LTDA;200619381;GO;GOIANIA;10626896000687;INSTITUTO FEDERAL DE EDUCA«?«üO - CAMPUS SJE;MG;CONTRIBUINTE ICMS;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;2 - OPERACAÄ«O N«O PRESENCIAL, PELA INTERNET; 5441.64 
43240104004419000172550000000468521472674279;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;0;46852;VENDA DE MERCADORIAS;29/01/2024 11:19;AUTORIZAÄ«O DE USO;29/01/2024 12:43;4004419000172;RE SOL COMERCIO DE FRUTAS E LEGUMES LTDA;963198726;RS;PORTO ALEGRE;9603878000196;COLEGIO MILITAR DE PORTO ALEGRE;RS;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 191.48 
41240129614830000190550010000078741140340810;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;7874;REMESSA EM BONIFICACAO DOACAO OU BRINDE;04/01/2024 17:17;AUTORIZAÄ«O DE USO;04/01/2024 17:17;29614830000190;MEDITON FARMACEUTICA LTDA ME;9077196770;PR;PATO BRANCO;394502034200;COMANDO DA MARINHA;RJ;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 30.0 
41240147776164000179550010000002911000051442;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;291;VENDA INTEREST. DESTINADA A NAO CONTRIBUINTE;19/01/2024 00:00;AUTORIZAÄ«O DE USO;19/01/2024 10:52;47776164000179;WOLVES GROUP AND COLI INK BUSINESS LTDA;9096314830;PR;MARINGA;10271737000100;12 REGIMENTO DE CAVALARIA MECANIZADO;RS;CONTRIBUINTE ISENTO;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 760.0 
53240123651234000102550010000108491171690576;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;10849;Remessa de mercadoria em consignacao mercantil ou industrial;03/01/2024 15:07;AUTORIZAÄ«O DE USO;03/01/2024 15:07;23651234000102;ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA;153595339115;SP;SAO PAULO;10360293000252;HOSPITAL MILITAR DE AREA DE PORTO ALEGRE;RS;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;9 - OPERAÄ«O N«O PRESENCIAL, OUTROS; 27170.0 
52240147341740000155550010000010801662721631;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;1080;6108-VENDA PARA CONSUMIDOR FINAL (FORA DO ESTADO);18/01/2024 15:08;AUTORIZAÄ«O DE USO;18/01/2024 15:12;47341740000155;3MARIAS DISTRIBUICAO E SERVICOS LTDA;109530985;GO;GOIANIA;394494014439;PENITENCIARIA FEDERAL EM PORTO VELHO RO;RO;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 960.0 
50240111319557000378550010001138751342870272;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;113875;VENDA DE MERC ADQUIRIDA DE TERCEIROS;23/01/2024 11:29;AUTORIZAÄ«O DE USO;23/01/2024 10:29;11319557000378;DENTECK LTDA - FILIAL03 MS;284069817;MS;MUNDO NOVO;10727655000209;IFMG/SALINAS MG - INSTITUTO FEDERAL DO NORTE DE MG;MG;CONTRIBUINTE ICMS;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;9 - OPERAÄ«O N«O PRESENCIAL, OUTROS; 25400.0 
35240134028316923228550010003662951402138670;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;366295;RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL;16/01/2024 15:08;AUTORIZAÄ«O DE USO;16/01/2024 16:02;34028316923228;EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS;112388853119;SP;CAJAMAR;378257000181;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;DF;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 131.78 
51240129111673000109550020000141631362205850;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;2;14163;5656 Venda de combustivel ou lubrificante, adquiridos ou re;26/01/2024 10:42;AUTORIZAÄ«O DE USO;26/01/2024 10:42;29111673000109;DUME COMBUSTIVEIS BARRA DO GARCAS LTDA;137367414;MT;BARRA DO GARCAS;394429004017;COMANDO DA AERON&AACUTE;;;1 - OPERAÄ«O INTERNA;;;
51240119967950000118550010001417291227856484;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;141729;5656 Venda de combustivel ou lubrificante, adquiridos ou re;03/01/2024 12:05;AUTORIZAÄ«O DE USO;03/01/2024 12:05;19967950000118;L. LUCIA KUHN E CIA LTDA EPP;135428165;MT;QUERENCIA;394544004504;MINISTERIO DA SAUDE;MT;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;1 - OPERAÄ«O PRESENCIAL; 281.85 
13240122761584019250550010000219531214111438;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;21953;198 - Venda de Mercadoria;10/01/2024 15:07;AUTORIZAÄ«O DE USO;10/01/2024 15:07;22761584019250;FORTBRAS AUTOPECAS S.A.;54537240;AM;MANAUS;394494000560;SECRETARIA DE GESTAO E ENSINO EM SEGURANCA PUBLICA;DF;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;1 - OPERAÄ«O PRESENCIAL; 1746.39 
50240129412918000120550010000132521651818922;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;13252;VENDA DE MERC. ADQUIRIDA OU RECEBIDA DE TERCEIROS;30/01/2024 16:01;AUTORIZAÄ«O DE USO;30/01/2024 16:01;29412918000120;MALTACARE DISTRIBUIDORA LTDA;284271527;MS;CAMPO GRANDE;9539711000294;HOSPITAL MILITAR DE AREA DE CAMPO GRANDE;MS;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;3 - OPERAÄ«O N«O PRESENCIAL, TELEATENDIMENTO; 122202.6 
41240133609404000136550010000001611332303229;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;161;Venda;15/01/2024 09:42;AUTORIZAÄ«O DE USO;15/01/2024 09:52;33609404000136;MM DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS LTDA;9087219507;PR;CURITIBA;75095679000149;UNIVERSIDADE FEDERAL DO PARAN«Å;PR;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;9 - OPERAÄ«O N«O PRESENCIAL, OUTROS; 7486.5 
33240124875483000136550010000615131690293359;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;61513;VENDA DENTRO DO ESTADO;26/01/2024 13:23;AUTORIZAÄ«O DE USO;26/01/2024 13:24;24875483000136;ESSENCIAL RIO DISTRIB. DE PROD. MEDICOS E HOSPITALARES LTDA;87152596;RJ;NOVA IGUACU;9609235000230;HOSPITAL CENTRAL DO EXERCITO;RJ;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 9600.0 
35240103772785001423551000002652261958305580;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;100;265226;RECEBIMENTO DE PECAS EM GARANTIA;18/01/2024 16:34;AUTORIZAÄ«O DE USO;18/01/2024 16:34;3772785001423;DAHRUJ MOTORS LTDA;244707964117;SP;CAMPINAS;394494004042;MINIST«?RIO DA JUSTI«?A;SP;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;1 - OPERAÄ«O PRESENCIAL; 45.84 
33240107556125000141550010000010271001370079;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;1027;5102;24/01/2024 14:08;AUTORIZAÄ«O DE USO;24/01/2024 14:14;7556125000141;F C SILVA COMERCIO DE INFORMATICA;77969845;RJ;VOLTA REDONDA;394502054589;COMANDO DA MARINHA;RJ;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 528.0 
33240103605534000130550000001298321747470850;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;0;129832;Outra entrada de mercadoria ou prestacao de servico nao espe;23/01/2024 16:08;AUTORIZAÄ«O DE USO;23/01/2024 16:08;3605534000130;AVFARMA ASSIST. SERV. FARMACEUTICOS LTDA;77899618;RJ;RIO DE JANEIRO;34023077000280;HOSPITAL UNIVERSITARIO GAFFREE E GUINLE;RJ;CONTRIBUINTE ISENTO;1 - OPERAÄ«O INTERNA;0 - NORMAL;0 - N«O SE APLICA; 14288.91 
53240150506565000113550010000000191368001919;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;19;VENDA;29/01/2024 15:16;AUTORIZAÄ«O DE USO;30/01/2024 15:17;50506565000113;OGATTI IMPORTS LTDA;821588200151;DF;BRASILIA;9585272000175;2 REGIMENTO DE CAVALARIA DE GUARDAS;RJ;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;2 - OPERACAÄ«O N«O PRESENCIAL, PELA INTERNET; 10799.6 
35240151566738000151550010000000831685520093;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;83;Venda de mercadoria a nao contribuinte;22/01/2024 15:57;AUTORIZAÄ«O DE USO;22/01/2024 15:57;51566738000151;GS MIRANDA LTDA;135622310116;SP;CAMPINAS;21040001000130;UNIVERSIDADE FEDERAL DE ITAJUBA;MG;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;9 - OPERAÄ«O N«O PRESENCIAL, OUTROS; 1172.16 
35240147334422000167550010000000921112105297;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;92;Venda Fora do Estado;21/01/2024 00:49;AUTORIZAÄ«O DE USO;21/01/2024 00:50;47334422000167;DANIEL ROSA LOPES 25949024893;136559550112;SP;SAO PAULO;24098477000110;UNIVERSIDADE FEDERAL DA PARAIBA UFPB;PB;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;2 - OPERACAÄ«O N«O PRESENCIAL, PELA INTERNET; 393.9 
43240110245418000112550010000045771437361850;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;4577;VENDA DE MERCADORIAS INTER ESTADUAL - 6.102;26/01/2024 10:25;AUTORIZAÄ«O DE USO;26/01/2024 10:28;10245418000112;TMPRO COMERCIO DE ELETRO ELETRONICOS LTDA - MATRIZ;963814206;RS;PORTO ALEGRE;5055128000176;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;PB;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;2 - OPERACAÄ«O N«O PRESENCIAL, PELA INTERNET; 82265.75 
51240126588921000100550020000575441192309162;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;2;57544;VENDA;19/01/2024 23:09;AUTORIZAÄ«O DE USO;19/01/2024 22:09;26588921000100;FARIAS SANTOS E FARIA ZAMPA LTDA;131274287;MT;BARRA DO GARCAS;394544005063;MINISTERIO DA SAUDE;MT;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;1 - OPERAÄ«O PRESENCIAL; 168.0 
31240114707364000110550010000604621344853230;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;60462;VENDA IND CONTA/ORD;17/01/2024 12:10;AUTORIZAÄ«O DE USO;17/01/2024 12:20;14707364000110;XCMG BRASIL INDUSTRIA LTDA;18814650080;MG;POUSO ALEGRE;43711000143;DEPT.NACIONAL DE OBRAS C SECAS;CE;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;9 - OPERAÄ«O N«O PRESENCIAL, OUTROS; 330000.0 
23240122808990000121550010000050761000066380;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;5076;Venda de mercadoria adquirida ou recebida de terceiros em op;15/01/2024 11:57;AUTORIZAÄ«O DE USO;15/01/2024 11:57;22808990000121;B2G MEDICAL COMERCIO DE PRODUTOS MEDICOS E CIRURGICOS LTDA;64598136;CE;FORTALEZA;10764307000112;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA;BA;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 361.0 
23240134274233013344550000000816521563567487;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;0;81652;Vda Cmb/Lub.cons/usu.final estab.outra UF;31/01/2024 10:52;AUTORIZAÄ«O DE USO;31/01/2024 10:52;34274233013344;VIBRA ENERGIA S.A;68030703;CE;FORTALEZA;394429000100;COMANDO DA AERONAUTICA;DF;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;1 - OPERAÄ«O PRESENCIAL; 2206.11 
41240178796778000146550010000033861063270258;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;3386;VENDA;09/01/2024 13:28;AUTORIZAÄ«O DE USO;09/01/2024 13:28;78796778000146;G DE BORBA - MARISKAP;1016202980;PR;CURITIBA;394429005927;COMANDO DA AERONAUTICA;DF;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 3384.58 
35240131722206000159550010000025731541527270;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;2573;Venda;31/01/2024 10:59;AUTORIZAÄ«O DE USO;31/01/2024 11:01;31722206000159;IVANETE APARECIDA MIRANDA;581124916116;SP;RIBEIRAO PIRES;10673078000120;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA- IFMS;MS;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;9 - OPERAÄ«O N«O PRESENCIAL, OUTROS; 189.0 
31240133180160000119550010000047911648600560;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;4791;Venda a prazo;23/01/2024 09:19;AUTORIZAÄ«O DE USO;23/01/2024 09:19;33180160000119;JP COMERCIO DE PRODUTOS ALIMENTICIOS E SERVICOS EIRELI;34110590060;MG;JUIZ DE FORA;9595886000138;COMANDO DA 4 BRIGADA DE INFANTARIA LEVE MONTANHA;MG;CONTRIBUINTE ISENTO;1 - OPERAÄ«O INTERNA;0 - NORMAL;0 - N«O SE APLICA; 1178.0 
33240133702028000804550020001595111917230552;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;2;159511;RETORNO DE MERCADORIA P/ CONSERTO;11/01/2024 16:34;AUTORIZAÄ«O DE USO;11/01/2024 16:34;33702028000804;SIMCAUTO MECANICA E REPRESENTACOES LTDA;77511032;RJ;RIO DE JANEIRO;394494000560;SECRETARIA DE GESTAO E ENSINO EM SEGURANCA PUBLICA;DF;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;9 - OPERAÄ«O N«O PRESENCIAL, OUTROS; 55000.0 
41240105360051000148550010000010821576569133;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;1082;Remessa;17/01/2024 10:54;AUTORIZAÄ«O DE USO;17/01/2024 10:54;5360051000148;TERRA SUL EDITORA LTDA;9045325501;PR;CURITIBA;378257000181;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;DF;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;9 - OPERAÄ«O N«O PRESENCIAL, OUTROS; 994.2 
35240134028316923228550010003658491151444798;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;365849;RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL;16/01/2024 12:36;AUTORIZAÄ«O DE USO;16/01/2024 12:39;34028316923228;EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS;112388853119;SP;CAJAMAR;378257000181;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;DF;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 134.65 
35240134028316923228550010003649081807897660;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;364908;RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL;12/01/2024 15:34;AUTORIZAÄ«O DE USO;12/01/2024 16:45;34028316923228;EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS;112388853119;SP;CAJAMAR;378257000181;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;DF;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 139.35 
31240105731550000102550010000804471321562308;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;80447;Remessa Mercad.Como S. Remessa Ref.a Faturamento de Venda;23/01/2024 09:48;AUTORIZAÄ«O DE USO;23/01/2024 09:49;5731550000102;WEBMED SOLUCOES EM SAUDE LTDA;3672418940021;MG;JUIZ DE FORA;3568867000136;HOSPITAL DAS FORCAS ARMADAS;DF;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;9 - OPERAÄ«O N«O PRESENCIAL, OUTROS; 16288.26 
35240161186490000157551000000169671147626930;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;100;16967;REMESSA - ENTREGA FUTURA;24/01/2024 15:05;AUTORIZAÄ«O DE USO;24/01/2024 15:05;61186490000157;EDITORA FTD S.A.;104639530113;SP;SAO PAULO;378257000181;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;DF;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;9 - OPERAÄ«O N«O PRESENCIAL, OUTROS; 285773.95 
33240113798478000150550010000038591008060001;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;3859;VENDA;30/01/2024 13:18;AUTORIZAÄ«O DE USO;30/01/2024 13:26;13798478000150;VENTURA COMERCIO E SERVICOS DE AUTO LTDA;79457388;RJ;NOVA IGUACU;394502010700;BATALHAO NAVAL;RJ;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 1203.34 
11240110473085000189550040000383291767672359;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;4;38329;Venda combust. lub Adq. Terceiros;29/01/2024 08:01;AUTORIZAÄ«O DE USO;29/01/2024 08:01;10473085000189;POSTO DE COMBUSTIVEL BECHI LTDA;1747321;RO;CACOAL;33787094003165;FUNDACAO INSTIT BRAS DE GEOGRAFIA E ESTATISTICA IBGE;RO;CONTRIBUINTE ISENTO;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;1 - OPERAÄ«O PRESENCIAL; 400.63 
33240105057706000103550010000194861582785174;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;19486;VENDA DE MERCADORIA;18/01/2024 14:45;AUTORIZAÄ«O DE USO;18/01/2024 14:45;5057706000103;RIOMAR 2001 DISTRIBUIDORA DE ALIMENTOS E DESCARTAVEIS LTDA;77387250;RJ;RIO DE JANEIRO;394502000144;COMANDO DA MARINHA;DF;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 4829.0 
35240101139242000123550010001250251004442333;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;1;125025;VENDAS DE PRODUCAO DO ESTAB;05/01/2024 00:00;AUTORIZAÄ«O DE USO;05/01/2024 11:45;1139242000123;JOSE BAUER DE ATAYDE & CIA LTDA;760001231110;SP;SANTO ANTONIO DO ARACANGUA;29979036116017;SUPERINTENDENCIA REGIONAL SUDESTE I;SP;N«üO CONTRIBUINTE;1 - OPERAÄ«O INTERNA;1 - CONSUMIDOR FINAL;0 - N«O SE APLICA; 1446.4 
43240142152392000154550000000007261000018147;55 - NF-E EMITIDA EM SUBSTITUI«?«üO AO MODELO 1 OU 1A;0;726;Venda de mercadoria adq de terceiros, em venda a ordem;19/01/2024 15:42;AUTORIZAÄ«O DE USO;19/01/2024 15:42;42152392000154;C K COMERCIO DE FERRAGENS LTDA;390190012;RS;ERECHIM;75101873000432;UTFPR CAMPUS PATO BRANCO;PR;N«üO CONTRIBUINTE;2 - OPERAÄ«O INTERESTADUAL;1 - CONSUMIDOR FINAL;1 - OPERAÄ«O PRESENCIAL; 6750.0 
